"","from","to","source","database"
"1444","IFNA4","IFNAR1","ramilowski_known","ramilowski"
"1445","IFNA4","IFNAR2","ramilowski_known","ramilowski"
"1446","IFNA5","IFNAR1","ramilowski_known","ramilowski"
"1447","IFNA5","IFNAR2","ramilowski_known","ramilowski"
"1448","IFNA6","IFNAR1","ramilowski_known","ramilowski"
"1449","IFNA6","IFNAR2","ramilowski_known","ramilowski"
"1450","IFNA7","IFNAR1","ramilowski_known","ramilowski"
"1451","IFNA7","IFNAR2","ramilowski_known","ramilowski"
"1452","IFNA8","IFNAR1","ramilowski_known","ramilowski"
"1453","IFNA8","IFNAR2","ramilowski_known","ramilowski"
"1454","IFNB1","IFNAR1","ramilowski_known","ramilowski"
"1455","IFNB1","IFNAR2","ramilowski_known","ramilowski"
"1456","IFNG","IFNGR1","ramilowski_known","ramilowski"
"1457","IFNG","IFNGR2","ramilowski_known","ramilowski"
"1458","IFNL1","IFNLR1","ramilowski_known","ramilowski"
"1459","IFNL1","IL10RB","ramilowski_known","ramilowski"
"1460","IFNL2","IFNLR1","ramilowski_known","ramilowski"
"1461","IFNL2","IL10RB","ramilowski_known","ramilowski"
"1462","IFNL3","IFNLR1","ramilowski_known","ramilowski"
"1463","IFNL3","IL10RB","ramilowski_known","ramilowski"
"1464","IFNW1","IFNAR1","ramilowski_known","ramilowski"
"1465","IFNW1","IFNAR2","ramilowski_known","ramilowski"
"1466","IGF1","IGF1R","ramilowski_known","ramilowski"
"1467","IGF2","IGF1R","ramilowski_known","ramilowski"
"1468","IGF2","IGF2R","ramilowski_known","ramilowski"
"1469","IGF2","INSR","ramilowski_known","ramilowski"
"1470","IHH","HHIP","ramilowski_known","ramilowski"
"1471","IHH","PTCH1","ramilowski_known","ramilowski"
"1472","IL10","IL10RA","ramilowski_known","ramilowski"
"1473","IL10","IL10RB","ramilowski_known","ramilowski"
"1474","IL11","IL11RA","ramilowski_known","ramilowski"
"1475","IL11","IL6ST","ramilowski_known","ramilowski"
"1476","IL12A","IL12RB1","ramilowski_known","ramilowski"
"1477","IL12A","IL12RB2","ramilowski_known","ramilowski"
"1478","IL12B","IL12RB1","ramilowski_known","ramilowski"
"1479","IL12B","IL12RB2","ramilowski_known","ramilowski"
"1480","IL13","IL13RA1","ramilowski_known","ramilowski"
"1481","IL13","IL13RA2","ramilowski_known","ramilowski"
"1482","IL13","IL2RG","ramilowski_known","ramilowski"
"1483","IL13","IL4R","ramilowski_known","ramilowski"
"1484","IL15","IL15RA","ramilowski_known","ramilowski"
"1485","IL15","IL2RB","ramilowski_known","ramilowski"
"1486","IL15","IL2RG","ramilowski_known","ramilowski"
"1487","IL16","CD4","ramilowski_known","ramilowski"
"1488","IL17A","IL17RA","ramilowski_known","ramilowski"
"1489","IL17B","IL17RB","ramilowski_known","ramilowski"
"1490","IL18","IL18R1","ramilowski_known","ramilowski"
"1491","IL18","IL18RAP","ramilowski_known","ramilowski"
"1492","IL18","IL1RAPL1","ramilowski_known","ramilowski"
"1493","IL19","IL20RA","ramilowski_known","ramilowski"
"1494","IL19","IL20RB","ramilowski_known","ramilowski"
"1495","IL1A","IL1R1","ramilowski_known","ramilowski"
"1496","IL1A","IL1R2","ramilowski_known","ramilowski"
"1497","IL1B","IL1R1","ramilowski_known","ramilowski"
"1498","IL1B","IL1R2","ramilowski_known","ramilowski"
"1499","IL1B","IL1RAP","ramilowski_known","ramilowski"
"1500","IL1RN","IL1R1","ramilowski_known","ramilowski"
"1501","IL1RN","IL1R2","ramilowski_known","ramilowski"
"1502","IL20","IL20RA","ramilowski_known","ramilowski"
"1503","IL20","IL20RB","ramilowski_known","ramilowski"
"1504","IL20","IL22RA1","ramilowski_known","ramilowski"
"1505","IL21","IL21R","ramilowski_known","ramilowski"
"1506","IL21","IL2RG","ramilowski_known","ramilowski"
"1507","IL22","IL10RA","ramilowski_known","ramilowski"
"1508","IL22","IL22RA1","ramilowski_known","ramilowski"
"1509","IL22","IL22RA2","ramilowski_known","ramilowski"
"1510","IL23A","IL12RB1","ramilowski_known","ramilowski"
"1511","IL23A","IL23R","ramilowski_known","ramilowski"
"1512","IL24","IL20RA","ramilowski_known","ramilowski"
"1513","IL24","IL20RB","ramilowski_known","ramilowski"
"1514","IL24","IL22RA1","ramilowski_known","ramilowski"
"1515","IL25","IL17RB","ramilowski_known","ramilowski"
"1516","IL2","IL2RA","ramilowski_known","ramilowski"
"1517","IL2","IL2RB","ramilowski_known","ramilowski"
"1518","IL2","IL2RG","ramilowski_known","ramilowski"
"1519","IL31","IL31RA","ramilowski_known","ramilowski"
"1520","IL31","OSMR","ramilowski_known","ramilowski"
"1521","IL3","CSF2RB","ramilowski_known","ramilowski"
"1522","IL3","IL3RA","ramilowski_known","ramilowski"
"1523","IL4","IL13RA1","ramilowski_known","ramilowski"
"1524","IL4","IL2RG","ramilowski_known","ramilowski"
"1525","IL4","IL4R","ramilowski_known","ramilowski"
"1526","IL5","CSF2RB","ramilowski_known","ramilowski"
"1527","IL5","IL5RA","ramilowski_known","ramilowski"
"1528","IL6","IL6R","ramilowski_known","ramilowski"
"1529","IL6","IL6ST","ramilowski_known","ramilowski"
"1530","IL7","IL2RG","ramilowski_known","ramilowski"
"1531","IL7","IL7R","ramilowski_known","ramilowski"
"1532","IL9","IL2RG","ramilowski_known","ramilowski"
"1533","IL9","IL9R","ramilowski_known","ramilowski"
"1534","INHA","ACVR1","ramilowski_known","ramilowski"
"1535","INHA","ACVR1B","ramilowski_known","ramilowski"
"1536","INHA","ACVR2A","ramilowski_known","ramilowski"
"1537","INHA","ACVR2B","ramilowski_known","ramilowski"
"1538","INHA","TGFBR3","ramilowski_known","ramilowski"
"1539","INHBA","ACVR1","ramilowski_known","ramilowski"
"1540","INHBA","ACVR1B","ramilowski_known","ramilowski"
"1541","INHBA","ACVR2A","ramilowski_known","ramilowski"
"1542","INHBA","ACVR2B","ramilowski_known","ramilowski"
"1543","INHBA","BAMBI","ramilowski_known","ramilowski"
"1544","INHBB","ACVR1","ramilowski_known","ramilowski"
"1545","INHBB","ACVR1B","ramilowski_known","ramilowski"
"1546","INHBB","ACVR2A","ramilowski_known","ramilowski"
"1547","INHBB","ACVR2B","ramilowski_known","ramilowski"
"1548","INHBC","ACVR1","ramilowski_known","ramilowski"
"1549","INHBC","ACVR1B","ramilowski_known","ramilowski"
"1550","INHBC","ACVR2A","ramilowski_known","ramilowski"
"1551","INHBC","ACVR2B","ramilowski_known","ramilowski"
"1552","INSL3","RXFP2","ramilowski_known","ramilowski"
"1553","INSL5","RXFP3","ramilowski_known","ramilowski"
"1554","INSL5","RXFP4","ramilowski_known","ramilowski"
"1555","INS","INSR","ramilowski_known","ramilowski"
"1556","JAG1","NOTCH1","ramilowski_known","ramilowski"
"1557","JAG1","NOTCH2","ramilowski_known","ramilowski"
"1558","JAG1","NOTCH3","ramilowski_known","ramilowski"
"1559","JAG1","NOTCH4","ramilowski_known","ramilowski"
"1560","JAG2","NOTCH1","ramilowski_known","ramilowski"
"1561","JAG2","NOTCH2","ramilowski_known","ramilowski"
"1562","JAG2","NOTCH3","ramilowski_known","ramilowski"
"1563","JAG2","NOTCH4","ramilowski_known","ramilowski"
"1564","KISS1","KISS1R","ramilowski_known","ramilowski"
"1565","KITLG","KIT","ramilowski_known","ramilowski"
"1566","KNG1","BDKRB1","ramilowski_known","ramilowski"
"1567","KNG1","BDKRB2","ramilowski_known","ramilowski"
"1568","KNG1","GPR135","ramilowski_known","ramilowski"
"1569","LAMA1","ITGA7","ramilowski_known","ramilowski"
"1570","LAMA1","ITGB1","ramilowski_known","ramilowski"
"1571","LAMA1","ITGB8","ramilowski_known","ramilowski"
"1572","LAMA1","RPSA","ramilowski_known","ramilowski"
"1573","LAMA2","ITGA7","ramilowski_known","ramilowski"
"1574","LAMA2","ITGB1","ramilowski_known","ramilowski"
"1575","LAMA2","RPSA","ramilowski_known","ramilowski"
"1576","LAMB1","ITGA6","ramilowski_known","ramilowski"
"1577","LAMB1","ITGB1","ramilowski_known","ramilowski"
"1578","LAMB2","RPSA","ramilowski_known","ramilowski"
"1579","LAMC2","ITGA3","ramilowski_known","ramilowski"
"1580","LAMC2","ITGA6","ramilowski_known","ramilowski"
"1581","LAMC2","ITGB1","ramilowski_known","ramilowski"
"1582","LAMC2","ITGB4","ramilowski_known","ramilowski"
"1583","LEFTY2","ACVR2B","ramilowski_known","ramilowski"
"1584","LEP","LEPR","ramilowski_known","ramilowski"
"1585","LHB","LHCGR","ramilowski_known","ramilowski"
"1586","LIF","IL6ST","ramilowski_known","ramilowski"
"1587","LIF","LIFR","ramilowski_known","ramilowski"
"1588","LIPH","LPAR1","ramilowski_known","ramilowski"
"1589","LIPH","LPAR2","ramilowski_known","ramilowski"
"1590","LIPH","LPAR4","ramilowski_known","ramilowski"
"1591","LRPAP1","LRP1","ramilowski_known","ramilowski"
"1592","LTA","LTBR","ramilowski_known","ramilowski"
"1593","LTA","TNFRSF14","ramilowski_known","ramilowski"
"1594","LTA","TNFRSF1A","ramilowski_known","ramilowski"
"1595","LTA","TNFRSF1B","ramilowski_known","ramilowski"
"1596","LTB","CD40","ramilowski_known","ramilowski"
"1597","LTB","LTBR","ramilowski_known","ramilowski"
"1598","LTF","LRP1","ramilowski_known","ramilowski"
"1599","LTF","LRP11","ramilowski_known","ramilowski"
"1600","MADCAM1","ITGA4","ramilowski_known","ramilowski"
"1601","MADCAM1","ITGB7","ramilowski_known","ramilowski"
"1602","MDK","ALK","ramilowski_known","ramilowski"
"1603","MDK","PTPRB","ramilowski_known","ramilowski"
"1604","MDK","PTPRZ1","ramilowski_known","ramilowski"
"1605","MLN","MLNR","ramilowski_known","ramilowski"
"1606","MMP13","LRP1","ramilowski_known","ramilowski"
"1607","MMP9","LRP1","ramilowski_known","ramilowski"
"1608","MST1","MST1R","ramilowski_known","ramilowski"
"1609","NAMPT","INSR","ramilowski_known","ramilowski"
"1610","NCAM1","ROBO1","ramilowski_known","ramilowski"
"1611","NCAM1","ROBO3","ramilowski_known","ramilowski"
"1612","NDP","FZD4","ramilowski_known","ramilowski"
"1613","NDP","LGR4","ramilowski_known","ramilowski"
"1614","NGF","NGFR","ramilowski_known","ramilowski"
"1615","NGF","NTRK1","ramilowski_known","ramilowski"
"1616","NGF","SORT1","ramilowski_known","ramilowski"
"1617","NID1","PTPRF","ramilowski_known","ramilowski"
"1618","NLGN1","NRXN1","ramilowski_known","ramilowski"
"1619","NLGN1","NRXN3","ramilowski_known","ramilowski"
"1620","NLGN2","NRXN1","ramilowski_known","ramilowski"
"1621","NLGN2","NRXN2","ramilowski_known","ramilowski"
"1622","NLGN2","NRXN3","ramilowski_known","ramilowski"
"1623","NLGN3","NRXN1","ramilowski_known","ramilowski"
"1624","NLGN3","NRXN2","ramilowski_known","ramilowski"
"1625","NLGN3","NRXN3","ramilowski_known","ramilowski"
"1626","NMB","GRPR","ramilowski_known","ramilowski"
"1627","NMB","NMBR","ramilowski_known","ramilowski"
"1628","NMS","NMUR1","ramilowski_known","ramilowski"
"1629","NMS","NMUR2","ramilowski_known","ramilowski"
"1630","NMU","NMUR1","ramilowski_known","ramilowski"
"1631","NMU","NMUR2","ramilowski_known","ramilowski"
"1632","NODAL","ACVR1B","ramilowski_known","ramilowski"
"1633","NODAL","ACVR1C","ramilowski_known","ramilowski"
"1634","NODAL","ACVR2A","ramilowski_known","ramilowski"
"1635","NODAL","ACVR2B","ramilowski_known","ramilowski"
"1636","NOV","NOTCH1","ramilowski_known","ramilowski"
"1637","NPB","NPBWR1","ramilowski_known","ramilowski"
"1638","NPB","NPBWR2","ramilowski_known","ramilowski"
"1639","NPFF","NPFFR1","ramilowski_known","ramilowski"
"1640","NPFF","NPFFR2","ramilowski_known","ramilowski"
"1641","NPNT","ITGA8","ramilowski_known","ramilowski"
"1642","NPNT","ITGB1","ramilowski_known","ramilowski"
"1643","NPPA","NPR1","ramilowski_known","ramilowski"
"1644","NPPA","NPR3","ramilowski_known","ramilowski"
"1645","NPPB","NPR1","ramilowski_known","ramilowski"
"1646","NPPB","NPR2","ramilowski_known","ramilowski"
"1647","NPPB","NPR3","ramilowski_known","ramilowski"
"1648","NPPC","NPR2","ramilowski_known","ramilowski"
"1649","NPS","NPSR1","ramilowski_known","ramilowski"
"1650","NPVF","NPFFR1","ramilowski_known","ramilowski"
"1651","NPVF","NPFFR2","ramilowski_known","ramilowski"
"1652","NPW","NPBWR1","ramilowski_known","ramilowski"
"1653","NPW","NPBWR2","ramilowski_known","ramilowski"
"1654","NPY","NPY1R","ramilowski_known","ramilowski"
"1655","NPY","NPY2R","ramilowski_known","ramilowski"
"1656","NPY","NPY4R","ramilowski_known","ramilowski"
"1657","NPY","NPY5R","ramilowski_known","ramilowski"
"1658","NPY","PRLHR","ramilowski_known","ramilowski"
"1659","NRG1","ERBB2","ramilowski_known","ramilowski"
"1660","NRG1","ERBB3","ramilowski_known","ramilowski"
"1661","NRG1","ERBB4","ramilowski_known","ramilowski"
"1662","NRG2","ERBB3","ramilowski_known","ramilowski"
"1663","NRG2","ERBB4","ramilowski_known","ramilowski"
"1664","NRG3","ERBB4","ramilowski_known","ramilowski"
"1665","NRG4","ERBB4","ramilowski_known","ramilowski"
"1666","NRTN","GFRA1","ramilowski_known","ramilowski"
"1667","NRTN","GFRA2","ramilowski_known","ramilowski"
"1668","NRTN","RET","ramilowski_known","ramilowski"
"1669","NTF3","NGFR","ramilowski_known","ramilowski"
"1670","NTF3","NTRK1","ramilowski_known","ramilowski"
"1671","NTF3","NTRK2","ramilowski_known","ramilowski"
"1672","NTF3","NTRK3","ramilowski_known","ramilowski"
"1673","NTF4","NGFR","ramilowski_known","ramilowski"
"1674","NTF4","NTRK1","ramilowski_known","ramilowski"
"1675","NTF4","NTRK2","ramilowski_known","ramilowski"
"1676","NTF4","NTRK3","ramilowski_known","ramilowski"
"1677","NTN1","DCC","ramilowski_known","ramilowski"
"1678","NTN1","UNC5C","ramilowski_known","ramilowski"
"1679","NTN3","CDON","ramilowski_known","ramilowski"
"1680","NTN3","NEO1","ramilowski_known","ramilowski"
"1681","NTN4","DCC","ramilowski_known","ramilowski"
"1682","NTN4","UNC5A","ramilowski_known","ramilowski"
"1683","NTNG1","LRRC4C","ramilowski_known","ramilowski"
"1684","NTS","NTSR1","ramilowski_known","ramilowski"
"1685","NTS","NTSR2","ramilowski_known","ramilowski"
"1686","NUCB2","ERAP1","ramilowski_known","ramilowski"
"1687","NXPH1","NRXN1","ramilowski_known","ramilowski"
"1688","NXPH1","NRXN2","ramilowski_known","ramilowski"
"1689","NXPH1","NRXN3","ramilowski_known","ramilowski"
"1690","NXPH3","NRXN1","ramilowski_known","ramilowski"
"1691","NXPH3","NRXN2","ramilowski_known","ramilowski"
"1692","NXPH3","NRXN3","ramilowski_known","ramilowski"
"1693","OMG","LINGO1","ramilowski_known","ramilowski"
"1694","OMG","TNFRSF1B","ramilowski_known","ramilowski"
"1695","OSM","IL6ST","ramilowski_known","ramilowski"
"1696","OSM","LIFR","ramilowski_known","ramilowski"
"1697","OSM","OSMR","ramilowski_known","ramilowski"
"1698","OSTN","NPR3","ramilowski_known","ramilowski"
"1699","OXT","AVPR1A","ramilowski_known","ramilowski"
"1700","OXT","AVPR1B","ramilowski_known","ramilowski"
"1701","OXT","AVPR2","ramilowski_known","ramilowski"
"1702","OXT","OXTR","ramilowski_known","ramilowski"
"1703","PDGFA","PDGFRA","ramilowski_known","ramilowski"
"1704","PDGFB","PDGFRA","ramilowski_known","ramilowski"
"1705","PDGFB","PDGFRB","ramilowski_known","ramilowski"
"1706","PDGFC","FLT4","ramilowski_known","ramilowski"
"1707","PDGFC","KDR","ramilowski_known","ramilowski"
"1708","PDGFC","PDGFRA","ramilowski_known","ramilowski"
"1709","PDGFD","PDGFRB","ramilowski_known","ramilowski"
"1710","PDYN","OPRD1","ramilowski_known","ramilowski"
"1711","PDYN","OPRK1","ramilowski_known","ramilowski"
"1712","PDYN","OPRM1","ramilowski_known","ramilowski"
"1713","PENK","MRGPRX1","ramilowski_known","ramilowski"
"1714","PENK","OGFR","ramilowski_known","ramilowski"
"1715","PENK","OPRD1","ramilowski_known","ramilowski"
"1716","PENK","OPRM1","ramilowski_known","ramilowski"
"1717","PF4","FGFR2","ramilowski_known","ramilowski"
"1718","PF4","LDLR","ramilowski_known","ramilowski"
"1719","PF4","PROCR","ramilowski_known","ramilowski"
"1720","PF4","THBD","ramilowski_known","ramilowski"
"1721","PGF","FLT1","ramilowski_known","ramilowski"
"1722","PGF","NRP1","ramilowski_known","ramilowski"
"1723","PLAT","LRP1","ramilowski_known","ramilowski"
"1724","PLAU","LRP1","ramilowski_known","ramilowski"
"1725","PLAU","PLAUR","ramilowski_known","ramilowski"
"1726","PLG","ITGA9","ramilowski_known","ramilowski"
"1727","PLG","ITGB1","ramilowski_known","ramilowski"
"1728","PMCH","MCHR1","ramilowski_known","ramilowski"
"1729","PMCH","MCHR2","ramilowski_known","ramilowski"
"1730","PNOC","OPRL1","ramilowski_known","ramilowski"
"1731","PODXL2","SELL","ramilowski_known","ramilowski"
"1732","POMC","MC1R","ramilowski_known","ramilowski"
"1733","POMC","MC2R","ramilowski_known","ramilowski"
"1734","POMC","MC3R","ramilowski_known","ramilowski"
"1735","POMC","MC4R","ramilowski_known","ramilowski"
"1736","POMC","MC5R","ramilowski_known","ramilowski"
"1737","POMC","OPRD1","ramilowski_known","ramilowski"
"1738","POMC","OPRK1","ramilowski_known","ramilowski"
"1739","POMC","OPRM1","ramilowski_known","ramilowski"
"1740","PPBP","CXCR1","ramilowski_known","ramilowski"
"1741","PPBP","CXCR2","ramilowski_known","ramilowski"
"1742","PPY","NPY4R","ramilowski_known","ramilowski"
"1743","PPY","NPY5R","ramilowski_known","ramilowski"
"1744","PRLH","PRLHR","ramilowski_known","ramilowski"
"1745","PRL","PRLR","ramilowski_known","ramilowski"
"1746","PRND","RPSA","ramilowski_known","ramilowski"
"1747","PROC","PROCR","ramilowski_known","ramilowski"
"1748","PROK1","PROKR1","ramilowski_known","ramilowski"
"1749","PROK1","PROKR2","ramilowski_known","ramilowski"
"1750","PROK2","PROKR1","ramilowski_known","ramilowski"
"1751","PROK2","PROKR2","ramilowski_known","ramilowski"
"1752","PROS1","AXL","ramilowski_known","ramilowski"
"1753","PROS1","TYRO3","ramilowski_known","ramilowski"
"1754","PSAP","GPR37","ramilowski_known","ramilowski"
"1755","PSAP","GPR37L1","ramilowski_known","ramilowski"
"1756","PSAP","LRP1","ramilowski_known","ramilowski"
"1757","PSEN1","NCSTN","ramilowski_known","ramilowski"
"1758","PSPN","GFRA4","ramilowski_known","ramilowski"
"1759","PSPN","RET","ramilowski_known","ramilowski"
"1760","PTDSS1","JMJD6","ramilowski_known","ramilowski"
"1761","PTDSS1","SCARB1","ramilowski_known","ramilowski"
"1762","PTGS2","PTGDR2","ramilowski_known","ramilowski"
"1763","PTH2","PTH1R","ramilowski_known","ramilowski"
"1764","PTH2","PTH2R","ramilowski_known","ramilowski"
"1765","PTHLH","PRLHR","ramilowski_known","ramilowski"
"1766","PTHLH","PTH1R","ramilowski_known","ramilowski"
"1767","PTHLH","PTH2R","ramilowski_known","ramilowski"
"1768","PTH","PTH1R","ramilowski_known","ramilowski"
"1769","PTH","PTH2R","ramilowski_known","ramilowski"
"1770","PTN","PTPRB","ramilowski_known","ramilowski"
"1771","PTN","PTPRZ1","ramilowski_known","ramilowski"
"1772","PYY","NPY1R","ramilowski_known","ramilowski"
"1773","PYY","NPY2R","ramilowski_known","ramilowski"
"1774","PYY","NPY4R","ramilowski_known","ramilowski"
"1775","PYY","NPY5R","ramilowski_known","ramilowski"
"1776","QRFP","P2RY14","ramilowski_known","ramilowski"
"1777","QRFP","QRFPR","ramilowski_known","ramilowski"
"1778","RARRES2","CMKLR1","ramilowski_known","ramilowski"
"1779","RARRES2","GPR1","ramilowski_known","ramilowski"
"1780","RELN","ITGA3","ramilowski_known","ramilowski"
"1781","RELN","ITGB1","ramilowski_known","ramilowski"
"1782","RELN","LRP8","ramilowski_known","ramilowski"
"1783","RELN","VLDLR","ramilowski_known","ramilowski"
"1784","REN","ATP6AP2","ramilowski_known","ramilowski"
"1785","RGMA","NEO1","ramilowski_known","ramilowski"
"1786","RLN1","RXFP1","ramilowski_known","ramilowski"
"1787","RLN1","RXFP2","ramilowski_known","ramilowski"
"1788","RLN2","RXFP1","ramilowski_known","ramilowski"
"1789","RLN2","RXFP2","ramilowski_known","ramilowski"
"1790","RLN3","RXFP1","ramilowski_known","ramilowski"
"1791","RLN3","RXFP2","ramilowski_known","ramilowski"
"1792","RLN3","RXFP3","ramilowski_known","ramilowski"
"1793","RLN3","RXFP4","ramilowski_known","ramilowski"
"1794","RPS19","C5AR1","ramilowski_known","ramilowski"
"1795","RSPO1","LGR4","ramilowski_known","ramilowski"
"1796","RSPO1","LGR5","ramilowski_known","ramilowski"
"1797","RSPO1","LGR6","ramilowski_known","ramilowski"
"1798","RSPO1","LRP6","ramilowski_known","ramilowski"
"1799","RSPO2","LGR4","ramilowski_known","ramilowski"
"1800","RSPO2","LGR5","ramilowski_known","ramilowski"
"1801","RSPO2","LGR6","ramilowski_known","ramilowski"
"1802","RSPO3","LGR4","ramilowski_known","ramilowski"
"1803","RSPO3","LGR5","ramilowski_known","ramilowski"
"1804","RSPO3","LGR6","ramilowski_known","ramilowski"
"1805","RSPO4","LGR4","ramilowski_known","ramilowski"
"1806","RSPO4","LGR5","ramilowski_known","ramilowski"
"1807","RSPO4","LGR6","ramilowski_known","ramilowski"
"1808","RTN4","LINGO1","ramilowski_known","ramilowski"
"1809","RTN4","RTN4R","ramilowski_known","ramilowski"
"1810","RTN4","TNFRSF19","ramilowski_known","ramilowski"
"1811","SAA1","FPR2","ramilowski_known","ramilowski"
"1812","SCT","SCTR","ramilowski_known","ramilowski"
"1813","SELPLG","SELE","ramilowski_known","ramilowski"
"1814","SELPLG","SELP","ramilowski_known","ramilowski"
"1815","SEMA3A","NRP1","ramilowski_known","ramilowski"
"1816","SEMA3A","PLXNA1","ramilowski_known","ramilowski"
"1817","SEMA3A","PLXNA2","ramilowski_known","ramilowski"
"1818","SEMA3A","PLXNA4","ramilowski_known","ramilowski"
"1819","SEMA3B","NRP1","ramilowski_known","ramilowski"
"1820","SEMA3C","NRP2","ramilowski_known","ramilowski"
"1821","SEMA3E","PLXND1","ramilowski_known","ramilowski"
"1822","SEMA3F","NRP2","ramilowski_known","ramilowski"
"1823","SEMA3F","PLXNA3","ramilowski_known","ramilowski"
"1824","SEMA4D","MET","ramilowski_known","ramilowski"
"1825","SEMA4D","PLXNB1","ramilowski_known","ramilowski"
"1826","SEMA4D","PLXNB2","ramilowski_known","ramilowski"
"1827","SEMA5A","MET","ramilowski_known","ramilowski"
"1828","SEMA5A","PLXNB3","ramilowski_known","ramilowski"
"1829","SEMA6D","KDR","ramilowski_known","ramilowski"
"1830","SEMA6D","PLXNA1","ramilowski_known","ramilowski"
"1831","SEMA7A","PLXNC1","ramilowski_known","ramilowski"
"1832","SERPINA1","LRP1","ramilowski_known","ramilowski"
"1833","SERPINC1","LRP1","ramilowski_known","ramilowski"
"1834","SERPINE1","LRP1","ramilowski_known","ramilowski"
"1835","SERPINE2","LRP1","ramilowski_known","ramilowski"
"1836","SERPING1","LRP1","ramilowski_known","ramilowski"
"1837","SHH","BOC","ramilowski_known","ramilowski"
"1838","SHH","CDON","ramilowski_known","ramilowski"
"1839","SHH","HHIP","ramilowski_known","ramilowski"
"1840","SHH","PTCH1","ramilowski_known","ramilowski"
"1841","SHH","SMO","ramilowski_known","ramilowski"
"1842","SLIT1","GPC1","ramilowski_known","ramilowski"
"1843","SLIT1","ROBO1","ramilowski_known","ramilowski"
"1844","SLIT1","SDC1","ramilowski_known","ramilowski"
"1845","SLIT2","GPC1","ramilowski_known","ramilowski"
"1846","SLIT2","ROBO1","ramilowski_known","ramilowski"
"1847","SLIT2","ROBO2","ramilowski_known","ramilowski"
"1848","SLIT2","ROBO4","ramilowski_known","ramilowski"
"1849","SLIT2","SDC1","ramilowski_known","ramilowski"
"1850","SOST","LRP5","ramilowski_known","ramilowski"
"1851","SOST","LRP6","ramilowski_known","ramilowski"
"1852","SPP1","CD44","ramilowski_known","ramilowski"
"1853","SPP1","ITGAV","ramilowski_known","ramilowski"
"1854","SST","SSTR1","ramilowski_known","ramilowski"
"1855","SST","SSTR2","ramilowski_known","ramilowski"
"1856","SST","SSTR3","ramilowski_known","ramilowski"
"1857","SST","SSTR4","ramilowski_known","ramilowski"
"1858","SST","SSTR5","ramilowski_known","ramilowski"
"1859","TAC1","TACR1","ramilowski_known","ramilowski"
"1860","TAC1","TACR2","ramilowski_known","ramilowski"
"1861","TAC1","TACR3","ramilowski_known","ramilowski"
"1862","TAC3","TACR1","ramilowski_known","ramilowski"
"1863","TAC3","TACR2","ramilowski_known","ramilowski"
"1864","TAC3","TACR3","ramilowski_known","ramilowski"
"1865","TAC4","TACR1","ramilowski_known","ramilowski"
"1866","TAC4","TACR3","ramilowski_known","ramilowski"
"1867","TDGF1","ACVR2A","ramilowski_known","ramilowski"
"1868","TFPI","LRP1","ramilowski_known","ramilowski"
"1869","TFPI","VLDLR","ramilowski_known","ramilowski"
"1870","TF","TFRC","ramilowski_known","ramilowski"
"1871","TGFA","EGFR","ramilowski_known","ramilowski"
"1872","TGFB1","ACVRL1","ramilowski_known","ramilowski"
"1873","TGFB1","TGFBR1","ramilowski_known","ramilowski"
"1874","TGFB1","TGFBR2","ramilowski_known","ramilowski"
"1875","TGFB1","TGFBR3","ramilowski_known","ramilowski"
"1876","TGFB2","TGFBR1","ramilowski_known","ramilowski"
"1877","TGFB2","TGFBR2","ramilowski_known","ramilowski"
"1878","TGFB2","TGFBR3","ramilowski_known","ramilowski"
"1879","TGFB3","ACVRL1","ramilowski_known","ramilowski"
"1880","TGFB3","TGFBR1","ramilowski_known","ramilowski"
"1881","TGFB3","TGFBR2","ramilowski_known","ramilowski"
"1882","TGFB3","TGFBR3","ramilowski_known","ramilowski"
"1883","THBS1","CD36","ramilowski_known","ramilowski"
"1884","THBS1","CD47","ramilowski_known","ramilowski"
"1885","THBS1","SDC1","ramilowski_known","ramilowski"
"1886","THBS2","CD47","ramilowski_known","ramilowski"
"1887","THPO","MPL","ramilowski_known","ramilowski"
"1888","TNFSF10","TNFRSF10A","ramilowski_known","ramilowski"
"1889","TNFSF10","TNFRSF10B","ramilowski_known","ramilowski"
"1890","TNFSF10","TNFRSF10C","ramilowski_known","ramilowski"
"1891","TNFSF10","TNFRSF10D","ramilowski_known","ramilowski"
"1892","TNFSF10","TNFRSF11B","ramilowski_known","ramilowski"
"1893","TNFSF11","TNFRSF11A","ramilowski_known","ramilowski"
"1894","TNFSF11","TNFRSF11B","ramilowski_known","ramilowski"
"1895","TNFSF12","TNFRSF12A","ramilowski_known","ramilowski"
"1896","TNFSF12","TNFRSF25","ramilowski_known","ramilowski"
"1897","TNFSF13B","TNFRSF13B","ramilowski_known","ramilowski"
"1898","TNFSF13B","TNFRSF13C","ramilowski_known","ramilowski"
"1899","TNFSF13B","TNFRSF17","ramilowski_known","ramilowski"
"1900","TNFSF13","TNFRSF13B","ramilowski_known","ramilowski"
"1901","TNFSF13","TNFRSF17","ramilowski_known","ramilowski"
"1902","TNFSF14","LTBR","ramilowski_known","ramilowski"
"1903","TNFSF14","TNFRSF14","ramilowski_known","ramilowski"
"1904","TNFSF14","TNFRSF6B","ramilowski_known","ramilowski"
"1905","TNFSF15","TNFRSF25","ramilowski_known","ramilowski"
"1906","TNFSF18","TNFRSF18","ramilowski_known","ramilowski"
"1907","TNFSF4","TNFRSF4","ramilowski_known","ramilowski"
