"","from","to","source","database"
"503","CXCL6","CXCR1","pharmacology","guide2pharmacology"
"504","CXCL6","CXCR2","pharmacology","guide2pharmacology"
"505","YARS","CXCR1","pharmacology","guide2pharmacology"
"506","XCL2","XCR1","pharmacology","guide2pharmacology"
"507","XCL1","XCR1","pharmacology","guide2pharmacology"
"508","RPS19","C5AR1","pharmacology","guide2pharmacology"
"509","C5","C5AR1","pharmacology","guide2pharmacology"
"510","C5","C5AR2","pharmacology","guide2pharmacology"
"511","CCL19","CXCR3","pharmacology","guide2pharmacology"
"512","CCL19","CCRL2","pharmacology","guide2pharmacology"
"513","CCL19","CCR7","pharmacology","guide2pharmacology"
"514","CCL19","ACKR4","pharmacology","guide2pharmacology"
"515","CCL21","CCR7","pharmacology","guide2pharmacology"
"516","CCL21","ACKR4","pharmacology","guide2pharmacology"
"517","CCL25","ACKR4","pharmacology","guide2pharmacology"
"518","CCL25","CCR9","pharmacology","guide2pharmacology"
"519","DEFB4A","CCR6","pharmacology","guide2pharmacology"
"520","DEFB4B","CCR6","pharmacology","guide2pharmacology"
"521","CCL20","CXCR3","pharmacology","guide2pharmacology"
"522","CCL20","CCR6","pharmacology","guide2pharmacology"
"523","CXCL12","CXCR3","pharmacology","guide2pharmacology"
"524","CXCL12","ACKR3","pharmacology","guide2pharmacology"
"525","CXCL12","CXCR4","pharmacology","guide2pharmacology"
"526","CXCL11","CCR3","pharmacology","guide2pharmacology"
"527","CXCL11","CXCR3","pharmacology","guide2pharmacology"
"528","CXCL11","ACKR3","pharmacology","guide2pharmacology"
"529","CXCL9","CCR3","pharmacology","guide2pharmacology"
"530","CXCL9","CXCR3","pharmacology","guide2pharmacology"
"531","CXCL10","CCR3","pharmacology","guide2pharmacology"
"532","CXCL10","CXCR3","pharmacology","guide2pharmacology"
"533","CCL5","GPR75","pharmacology","guide2pharmacology"
"534","CCL5","CCR1","pharmacology","guide2pharmacology"
"535","CCL5","CCR5","pharmacology","guide2pharmacology"
"536","CCL5","CCR3","pharmacology","guide2pharmacology"
"537","CCL5","CXCR3","pharmacology","guide2pharmacology"
"538","CCL8","CCR8","pharmacology","guide2pharmacology"
"539","CCL8","CCR1","pharmacology","guide2pharmacology"
"540","CCL8","CCR5","pharmacology","guide2pharmacology"
"541","CCL8","CCR2","pharmacology","guide2pharmacology"
"542","CCL8","CCR3","pharmacology","guide2pharmacology"
"543","CCL13","CCR1","pharmacology","guide2pharmacology"
"544","CCL13","CCR5","pharmacology","guide2pharmacology"
"545","CCL13","CCR2","pharmacology","guide2pharmacology"
"546","CCL13","CCR3","pharmacology","guide2pharmacology"
"547","CCL13","CXCR3","pharmacology","guide2pharmacology"
"548","CCL7","CCR1","pharmacology","guide2pharmacology"
"549","CCL7","CCR5","pharmacology","guide2pharmacology"
"550","CCL7","CCR2","pharmacology","guide2pharmacology"
"551","CCL7","CCR3","pharmacology","guide2pharmacology"
"552","CCL7","CXCR3","pharmacology","guide2pharmacology"
"553","CCL11","CCR5","pharmacology","guide2pharmacology"
"554","CCL11","CCR2","pharmacology","guide2pharmacology"
"555","CCL11","CCR3","pharmacology","guide2pharmacology"
"556","CCL11","CXCR3","pharmacology","guide2pharmacology"
"557","CCL24","CCR2","pharmacology","guide2pharmacology"
"558","CCL24","CCR3","pharmacology","guide2pharmacology"
"559","CCL26","CCR2","pharmacology","guide2pharmacology"
"560","CCL26","CCR3","pharmacology","guide2pharmacology"
"561","CCL2","CCR5","pharmacology","guide2pharmacology"
"562","CCL2","CCR2","pharmacology","guide2pharmacology"
"563","CCL2","CCR3","pharmacology","guide2pharmacology"
"564","CCL16","HRH4","pharmacology","guide2pharmacology"
"565","CCL16","CCR5","pharmacology","guide2pharmacology"
"566","CCL16","CCR2","pharmacology","guide2pharmacology"
"567","CCL14","CCR1","pharmacology","guide2pharmacology"
"568","CCL14","CCR5","pharmacology","guide2pharmacology"
"569","CCL4","CCR1","pharmacology","guide2pharmacology"
"570","CCL4","CCR5","pharmacology","guide2pharmacology"
"571","CCL3","CCR1","pharmacology","guide2pharmacology"
"572","CCL3","CCR5","pharmacology","guide2pharmacology"
"573","CCL23","CCR1","pharmacology","guide2pharmacology"
"574","CCL15","CCR1","pharmacology","guide2pharmacology"
"575","CCL15","CCR3","pharmacology","guide2pharmacology"
"576","CCL28","CCR10","pharmacology","guide2pharmacology"
"577","CCL28","CCR3","pharmacology","guide2pharmacology"
"578","CCL27","CCR10","pharmacology","guide2pharmacology"
"579","CCL1","CCR8","pharmacology","guide2pharmacology"
"580","CSF3","CSF1R","pharmacology","guide2pharmacology"
"581","CSF3","CSF3R","pharmacology","guide2pharmacology"
"582","CSF1","CSF1R","pharmacology","guide2pharmacology"
"583","CSF2","CSF2RA","pharmacology","guide2pharmacology"
"584","CSF2","CSF1R","pharmacology","guide2pharmacology"
"585","ANGPT4","TEK","pharmacology","guide2pharmacology"
"586","ANGPT1","TEK","pharmacology","guide2pharmacology"
"587","CD70","CD27","pharmacology","guide2pharmacology"
"588","CD40LG","CD40","pharmacology","guide2pharmacology"
"589","EDA","EDA2R","pharmacology","guide2pharmacology"
"590","EDA","EDAR","pharmacology","guide2pharmacology"
"591","EDN2","EDNRA","pharmacology","guide2pharmacology"
"592","EDN1","EDNRA","pharmacology","guide2pharmacology"
"593","EDN3","EDNRB","pharmacology","guide2pharmacology"
"594","EPO","EPOR","pharmacology","guide2pharmacology"
"595","FASLG","FAS","pharmacology","guide2pharmacology"
"596","FLT3LG","FLT3","pharmacology","guide2pharmacology"
"597","CXCL16","CXCR6","pharmacology","guide2pharmacology"
"598","GALP","GALR1","pharmacology","guide2pharmacology"
"599","GALP","GALR3","pharmacology","guide2pharmacology"
"600","GALP","GALR2","pharmacology","guide2pharmacology"
"601","GAL","GALR1","pharmacology","guide2pharmacology"
"602","GAL","GALR3","pharmacology","guide2pharmacology"
"603","GAL","GALR2","pharmacology","guide2pharmacology"
"604","GAST","CCKAR","pharmacology","guide2pharmacology"
"605","GAST","CCKBR","pharmacology","guide2pharmacology"
"606","CCK","CCKAR","pharmacology","guide2pharmacology"
"607","CCK","CCKBR","pharmacology","guide2pharmacology"
"608","GCG","GCGR","pharmacology","guide2pharmacology"
"609","GCG","GLP2R","pharmacology","guide2pharmacology"
"610","GCG","GLP1R","pharmacology","guide2pharmacology"
"611","GH2","GHR","pharmacology","guide2pharmacology"
"612","GH1","GHR","pharmacology","guide2pharmacology"
"613","GHRL","GHSR","pharmacology","guide2pharmacology"
"614","GIP","GIPR","pharmacology","guide2pharmacology"
"615","GNRH2","GNRHR","pharmacology","guide2pharmacology"
"616","GNRH1","GNRHR","pharmacology","guide2pharmacology"
"617","HCRT","HCRTR1","pharmacology","guide2pharmacology"
"618","HCRT","HCRTR2","pharmacology","guide2pharmacology"
"619","CX3CL1","CX3CR1","pharmacology","guide2pharmacology"
"620","HGF","MET","pharmacology","guide2pharmacology"
"621","IGF2","IGF1R","pharmacology","guide2pharmacology"
"622","IGF1","TRPV2","pharmacology","guide2pharmacology"
"623","IGF1","IGF1R","pharmacology","guide2pharmacology"
"624","IL3","IL3RA","pharmacology","guide2pharmacology"
"625","IL5","IL5RA","pharmacology","guide2pharmacology"
"626","INS","INSR","pharmacology","guide2pharmacology"
"627","KISS1","KISS1R","pharmacology","guide2pharmacology"
"628","KITLG","KIT","pharmacology","guide2pharmacology"
"629","KNG1","BDKRB1","pharmacology","guide2pharmacology"
"630","KNG1","BDKRB2","pharmacology","guide2pharmacology"
"631","LEP","LEPR","pharmacology","guide2pharmacology"
"632","CXCL13","CXCR5","pharmacology","guide2pharmacology"
"633","MLN","MLNR","pharmacology","guide2pharmacology"
"634","MST1","MST1R","pharmacology","guide2pharmacology"
"635","NDP","FZD4","pharmacology","guide2pharmacology"
"636","NMB","GRPR","pharmacology","guide2pharmacology"
"637","NMB","NMBR","pharmacology","guide2pharmacology"
"638","GRP","GRPR","pharmacology","guide2pharmacology"
"639","GRP","NMBR","pharmacology","guide2pharmacology"
"640","NMU","NMUR1","pharmacology","guide2pharmacology"
"641","NMU","NMUR2","pharmacology","guide2pharmacology"
"642","NMS","NMUR1","pharmacology","guide2pharmacology"
"643","NMS","NMUR2","pharmacology","guide2pharmacology"
"644","NPPC","NPR2","pharmacology","guide2pharmacology"
"645","NPS","NPSR1","pharmacology","guide2pharmacology"
"646","NPW","NPBWR1","pharmacology","guide2pharmacology"
"647","NPW","NPBWR2","pharmacology","guide2pharmacology"
"648","NPB","NPBWR1","pharmacology","guide2pharmacology"
"649","NPB","NPBWR2","pharmacology","guide2pharmacology"
"650","NTF3","NGFR","pharmacology","guide2pharmacology"
"651","NTF3","NTRK3","pharmacology","guide2pharmacology"
"652","NGF","NGFR","pharmacology","guide2pharmacology"
"653","NTF4","NGFR","pharmacology","guide2pharmacology"
"654","BDNF","NGFR","pharmacology","guide2pharmacology"
"655","NTS","NTSR1","pharmacology","guide2pharmacology"
"656","NTS","NTSR2","pharmacology","guide2pharmacology"
"657","COPA","NTSR2","pharmacology","guide2pharmacology"
"658","OSTN","NPR3","pharmacology","guide2pharmacology"
"659","OXT","AVPR2","pharmacology","guide2pharmacology"
"660","OXT","AVPR1B","pharmacology","guide2pharmacology"
"661","OXT","OXTR","pharmacology","guide2pharmacology"
"662","OXT","AVPR1A","pharmacology","guide2pharmacology"
"663","AVP","AVPR2","pharmacology","guide2pharmacology"
"664","AVP","AVPR1B","pharmacology","guide2pharmacology"
"665","AVP","OXTR","pharmacology","guide2pharmacology"
"666","AVP","AVPR1A","pharmacology","guide2pharmacology"
"667","PMCH","MCHR1","pharmacology","guide2pharmacology"
"668","PMCH","MCHR2","pharmacology","guide2pharmacology"
"669","PNOC","OPRL1","pharmacology","guide2pharmacology"
"670","ARF1","PLD2","pharmacology","guide2pharmacology"
"671","NPPB","NPR1","pharmacology","guide2pharmacology"
"672","NPPA","NPR1","pharmacology","guide2pharmacology"
"673","CSH2","PRLR","pharmacology","guide2pharmacology"
"674","CSHL1","PRLR","pharmacology","guide2pharmacology"
"675","PRL","PRLR","pharmacology","guide2pharmacology"
"676","CSH1","PRLR","pharmacology","guide2pharmacology"
"677","PROK2","PROKR1","pharmacology","guide2pharmacology"
"678","PROK2","PROKR2","pharmacology","guide2pharmacology"
"679","PROK1","PROKR1","pharmacology","guide2pharmacology"
"680","PROK1","PROKR2","pharmacology","guide2pharmacology"
"681","PROS1","TYRO3","pharmacology","guide2pharmacology"
"682","PROS1","AXL","pharmacology","guide2pharmacology"
"683","GAS6","MERTK","pharmacology","guide2pharmacology"
"684","GAS6","TYRO3","pharmacology","guide2pharmacology"
"685","GAS6","AXL","pharmacology","guide2pharmacology"
"686","PSAP","GPR37","pharmacology","guide2pharmacology"
"687","PSAP","GPR37L1","pharmacology","guide2pharmacology"
"688","PTH2","PTH2R","pharmacology","guide2pharmacology"
"689","PTH2","PTH1R","pharmacology","guide2pharmacology"
"690","PTHLH","PRLHR","pharmacology","guide2pharmacology"
"691","PTHLH","PTH2R","pharmacology","guide2pharmacology"
"692","PTHLH","PTH1R","pharmacology","guide2pharmacology"
"693","PRLH","PRLHR","pharmacology","guide2pharmacology"
"694","NPY","NPY1R","pharmacology","guide2pharmacology"
"695","NPY","NPY5R","pharmacology","guide2pharmacology"
"696","NPY","NPY4R","pharmacology","guide2pharmacology"
"697","NPY","NPY2R","pharmacology","guide2pharmacology"
"698","NPY","PRLHR","pharmacology","guide2pharmacology"
"699","PYY","NPY1R","pharmacology","guide2pharmacology"
"700","PYY","NPY5R","pharmacology","guide2pharmacology"
"701","PYY","NPY4R","pharmacology","guide2pharmacology"
"702","PYY","NPY2R","pharmacology","guide2pharmacology"
"703","PPY","NPFFR1","pharmacology","guide2pharmacology"
"704","PPY","NPFFR2","pharmacology","guide2pharmacology"
"705","PPY","NPY1R","pharmacology","guide2pharmacology"
"706","PPY","NPY5R","pharmacology","guide2pharmacology"
"707","PPY","NPY4R","pharmacology","guide2pharmacology"
"708","NPVF","NPFFR1","pharmacology","guide2pharmacology"
"709","NPVF","NPFFR2","pharmacology","guide2pharmacology"
"710","NPFF","MAS1","pharmacology","guide2pharmacology"
"711","NPFF","NPFFR1","pharmacology","guide2pharmacology"
"712","NPFF","NPFFR2","pharmacology","guide2pharmacology"
"713","AGT","AGTR1","pharmacology","guide2pharmacology"
"714","AGT","AGTR2","pharmacology","guide2pharmacology"
"715","AGT","MAS1","pharmacology","guide2pharmacology"
"716","TAC3","TACR2","pharmacology","guide2pharmacology"
"717","TAC3","TACR3","pharmacology","guide2pharmacology"
"718","TAC3","TACR1","pharmacology","guide2pharmacology"
"719","TAC4","TACR2","pharmacology","guide2pharmacology"
"720","TAC4","TACR3","pharmacology","guide2pharmacology"
"721","TAC4","TACR1","pharmacology","guide2pharmacology"
"722","TAC1","TACR2","pharmacology","guide2pharmacology"
"723","TAC1","TACR3","pharmacology","guide2pharmacology"
"724","TAC1","TACR1","pharmacology","guide2pharmacology"
"725","THPO","MPL","pharmacology","guide2pharmacology"
"726","TNFSF10","TNFRSF10B","pharmacology","guide2pharmacology"
"727","TNFSF10","TNFRSF10A","pharmacology","guide2pharmacology"
"728","TNFSF11","TNFRSF11A","pharmacology","guide2pharmacology"
"729","TNFSF12","TNFRSF12A","pharmacology","guide2pharmacology"
"730","TNFSF13B","TNFRSF17","pharmacology","guide2pharmacology"
"731","TNFSF13B","TNFRSF13C","pharmacology","guide2pharmacology"
"732","TNFSF13B","TNFRSF13B","pharmacology","guide2pharmacology"
"733","TNFSF13","TNFRSF17","pharmacology","guide2pharmacology"
"734","TNFSF14","TNFRSF14","pharmacology","guide2pharmacology"
"735","TNFSF14","LTBR","pharmacology","guide2pharmacology"
"736","BTLA","TNFRSF14","pharmacology","guide2pharmacology"
"737","LTA","TNFRSF1A","pharmacology","guide2pharmacology"
"738","LTA","TNFRSF1B","pharmacology","guide2pharmacology"
"739","LTA","TNFRSF14","pharmacology","guide2pharmacology"
"740","TNF","TNFRSF1A","pharmacology","guide2pharmacology"
"741","TNF","TNFRSF1B","pharmacology","guide2pharmacology"
"742","TNFSF15","TNFRSF25","pharmacology","guide2pharmacology"
"743","TNFSF18","TNFRSF18","pharmacology","guide2pharmacology"
"744","TNFSF4","TNFRSF4","pharmacology","guide2pharmacology"
"745","TNFSF8","TNFRSF8","pharmacology","guide2pharmacology"
"746","TNFSF9","TNFRSF9","pharmacology","guide2pharmacology"
"747","TRH","TRHR","pharmacology","guide2pharmacology"
"748","NRG1","ERBB4","pharmacology","guide2pharmacology"
"749","NRG1","ERBB3","pharmacology","guide2pharmacology"
"750","NRG2","ERBB4","pharmacology","guide2pharmacology"
"751","NRG2","ERBB3","pharmacology","guide2pharmacology"
"752","NRG4","ERBB4","pharmacology","guide2pharmacology"
"753","NRG3","ERBB4","pharmacology","guide2pharmacology"
"754","BTC","EGFR","pharmacology","guide2pharmacology"
"755","BTC","ERBB4","pharmacology","guide2pharmacology"
"756","HBEGF","EGFR","pharmacology","guide2pharmacology"
"757","HBEGF","ERBB4","pharmacology","guide2pharmacology"
"758","EREG","EGFR","pharmacology","guide2pharmacology"
"759","EREG","ERBB4","pharmacology","guide2pharmacology"
"760","EPGN","EGFR","pharmacology","guide2pharmacology"
"761","EGF","EGFR","pharmacology","guide2pharmacology"
"762","TGFA","EGFR","pharmacology","guide2pharmacology"
"763","AREG","EGFR","pharmacology","guide2pharmacology"
"764","CRH","CRHR2","pharmacology","guide2pharmacology"
"765","CRH","CRHR1","pharmacology","guide2pharmacology"
"766","CRH","MC2R","pharmacology","guide2pharmacology"
"767","UCN2","CRHR2","pharmacology","guide2pharmacology"
"768","UCN2","CRHR1","pharmacology","guide2pharmacology"
"769","UCN","CRHR2","pharmacology","guide2pharmacology"
"770","UCN","CRHR1","pharmacology","guide2pharmacology"
"771","UCN3","CRHR2","pharmacology","guide2pharmacology"
"772","PENK","OPRD1","pharmacology","guide2pharmacology"
"773","PENK","OPRM1","pharmacology","guide2pharmacology"
"774","PENK","OPRK1","pharmacology","guide2pharmacology"
"775","PENK","MRGPRX1","pharmacology","guide2pharmacology"
"776","PDYN","OPRD1","pharmacology","guide2pharmacology"
"777","PDYN","OPRM1","pharmacology","guide2pharmacology"
"778","PDYN","OPRK1","pharmacology","guide2pharmacology"
"779","POMC","MC2R","pharmacology","guide2pharmacology"
"780","POMC","MC1R","pharmacology","guide2pharmacology"
"781","POMC","MC4R","pharmacology","guide2pharmacology"
"782","POMC","MC5R","pharmacology","guide2pharmacology"
"783","POMC","MC3R","pharmacology","guide2pharmacology"
"784","POMC","OPRD1","pharmacology","guide2pharmacology"
"785","POMC","OPRM1","pharmacology","guide2pharmacology"
"786","POMC","OPRK1","pharmacology","guide2pharmacology"
"787","ASIP","MC1R","pharmacology","guide2pharmacology"
"788","ASIP","MC4R","pharmacology","guide2pharmacology"
"789","ASIP","MC5R","pharmacology","guide2pharmacology"
"790","ASIP","MC3R","pharmacology","guide2pharmacology"
"791","AGRP","MC4R","pharmacology","guide2pharmacology"
"792","AGRP","MC5R","pharmacology","guide2pharmacology"
"793","AGRP","MC3R","pharmacology","guide2pharmacology"
"794","UTS2B","UTS2R","pharmacology","guide2pharmacology"
"795","UTS2","UTS2R","pharmacology","guide2pharmacology"
"796","VEGFB","FLT1","pharmacology","guide2pharmacology"
"797","VEGFA","FLT1","pharmacology","guide2pharmacology"
"798","VEGFA","KDR","pharmacology","guide2pharmacology"
"799","PDGFC","KDR","pharmacology","guide2pharmacology"
"800","PDGFC","FLT4","pharmacology","guide2pharmacology"
"801","VEGFC","KDR","pharmacology","guide2pharmacology"
"802","VEGFC","FLT4","pharmacology","guide2pharmacology"
"803","SCT","SCTR","pharmacology","guide2pharmacology"
"804","SCT","ADCYAP1R1","pharmacology","guide2pharmacology"
"805","SCT","VIPR2","pharmacology","guide2pharmacology"
"806","SCT","VIPR1","pharmacology","guide2pharmacology"
"807","VIP","SCTR","pharmacology","guide2pharmacology"
"808","VIP","ADCYAP1R1","pharmacology","guide2pharmacology"
"809","VIP","VIPR2","pharmacology","guide2pharmacology"
"810","VIP","VIPR1","pharmacology","guide2pharmacology"
"811","ADCYAP1","ADCYAP1R1","pharmacology","guide2pharmacology"
"812","ADCYAP1","VIPR2","pharmacology","guide2pharmacology"
"813","ADCYAP1","VIPR1","pharmacology","guide2pharmacology"
"814","GHRH","VIPR1","pharmacology","guide2pharmacology"
"815","WNT4","FZD6","pharmacology","guide2pharmacology"
"816","WNT5A","FZD6","pharmacology","guide2pharmacology"
"817","WNT3A","FZD6","pharmacology","guide2pharmacology"
"818","A2M","LRP1","ramilowski_known","ramilowski"
"819","AANAT","MTNR1A","ramilowski_known","ramilowski"
"820","AANAT","MTNR1B","ramilowski_known","ramilowski"
"821","ADAM12","ITGA9","ramilowski_known","ramilowski"
"822","ADAM12","ITGB1","ramilowski_known","ramilowski"
"823","ADAM12","SDC4","ramilowski_known","ramilowski"
"824","ADAM15","ITGA5","ramilowski_known","ramilowski"
"825","ADAM15","ITGA9","ramilowski_known","ramilowski"
"826","ADAM15","ITGB1","ramilowski_known","ramilowski"
"827","ADAM15","ITGB3","ramilowski_known","ramilowski"
"828","ADAM17","ITGA5","ramilowski_known","ramilowski"
"829","ADAM17","ITGB1","ramilowski_known","ramilowski"
"830","ADAM23","ITGA5","ramilowski_known","ramilowski"
"831","ADAM23","ITGB3","ramilowski_known","ramilowski"
"832","ADAM2","ITGA6","ramilowski_known","ramilowski"
"833","ADAM2","ITGB1","ramilowski_known","ramilowski"
"834","ADAM9","ITGA6","ramilowski_known","ramilowski"
"835","ADAM9","ITGAV","ramilowski_known","ramilowski"
"836","ADAM9","ITGB1","ramilowski_known","ramilowski"
"837","ADAM9","ITGB5","ramilowski_known","ramilowski"
"838","ADCYAP1","ADCYAP1R1","ramilowski_known","ramilowski"
"839","ADCYAP1","VIPR1","ramilowski_known","ramilowski"
"840","ADCYAP1","VIPR2","ramilowski_known","ramilowski"
"841","ADIPOQ","ADIPOR1","ramilowski_known","ramilowski"
"842","ADIPOQ","ADIPOR2","ramilowski_known","ramilowski"
"843","ADM2","CALCR","ramilowski_known","ramilowski"
"844","ADM2","CALCRL","ramilowski_known","ramilowski"
"845","ADM2","RAMP1","ramilowski_known","ramilowski"
"846","ADM","CALCR","ramilowski_known","ramilowski"
"847","ADM","CALCRL","ramilowski_known","ramilowski"
"848","ADM","GPR182","ramilowski_known","ramilowski"
"849","ADM","MRGPRX2","ramilowski_known","ramilowski"
"850","ADM","RAMP2","ramilowski_known","ramilowski"
"851","AGRN","MUSK","ramilowski_known","ramilowski"
"852","AGRP","MC3R","ramilowski_known","ramilowski"
"853","AGRP","MC4R","ramilowski_known","ramilowski"
"854","AGRP","MC5R","ramilowski_known","ramilowski"
"855","AGT","AGTR1","ramilowski_known","ramilowski"
"856","AGT","AGTR2","ramilowski_known","ramilowski"
"857","AGT","LRP2","ramilowski_known","ramilowski"
"858","AGT","MAS1","ramilowski_known","ramilowski"
"859","ALOX5AP","ALOX5","ramilowski_known","ramilowski"
"860","AMH","AMHR2","ramilowski_known","ramilowski"
"861","ANGPT1","TEK","ramilowski_known","ramilowski"
"862","ANGPT1","TIE1","ramilowski_known","ramilowski"
"863","ANGPT2","TEK","ramilowski_known","ramilowski"
"864","ANGPT4","TEK","ramilowski_known","ramilowski"
"865","ANGPTL1","TEK","ramilowski_known","ramilowski"
"866","ANXA1","FPR1","ramilowski_known","ramilowski"
"867","ANXA1","FPR2","ramilowski_known","ramilowski"
"868","ANXA1","FPR3","ramilowski_known","ramilowski"
"869","APLN","APLNR","ramilowski_known","ramilowski"
"870","APOB","LDLR","ramilowski_known","ramilowski"
"871","APOE","LDLR","ramilowski_known","ramilowski"
"872","APOE","LRP5","ramilowski_known","ramilowski"
"873","APOE","LRP8","ramilowski_known","ramilowski"
"874","APOE","SORL1","ramilowski_known","ramilowski"
"875","APOE","VLDLR","ramilowski_known","ramilowski"
"876","APP","FPR2","ramilowski_known","ramilowski"
"877","AREG","EGFR","ramilowski_known","ramilowski"
"878","ARF1","PLD2","ramilowski_known","ramilowski"
"879","ARTN","GFRA3","ramilowski_known","ramilowski"
"880","ARTN","RET","ramilowski_known","ramilowski"
"881","ASIP","ATRN","ramilowski_known","ramilowski"
"882","ASIP","MC1R","ramilowski_known","ramilowski"
"883","ASIP","MGRN1","ramilowski_known","ramilowski"
"884","AVP","AVPR1A","ramilowski_known","ramilowski"
"885","AVP","AVPR1B","ramilowski_known","ramilowski"
"886","AVP","AVPR2","ramilowski_known","ramilowski"
"887","AVP","OXTR","ramilowski_known","ramilowski"
"888","BDNF","NGFR","ramilowski_known","ramilowski"
"889","BDNF","NTRK2","ramilowski_known","ramilowski"
"890","BMP10","ACVR1","ramilowski_known","ramilowski"
"891","BMP10","ACVR2A","ramilowski_known","ramilowski"
"892","BMP10","ACVR2B","ramilowski_known","ramilowski"
"893","BMP10","ACVRL1","ramilowski_known","ramilowski"
